status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
5550296508_10158378527696509,"The Episcopal Church Presiding Bishop, whose sermon lit up the royal wedding led a vigil outside the White House on Thursday. Bishop Michael Curry said it was in response to what he and other Christian leaders call ""a dangerous crisis of moral and political leadership."" https://cnn.it/2ILC5DN","Fresh off royal sermon, bishop warns of ""dangerous crisis of moral and political leadership""",video,https://www.facebook.com/cnn/videos/10158378527696509/,2018-05-25 11:32:17,5586,438,2006,4328,1134,33,66,5,20,0
5550296508_10158378421276509,"Four in 10 say the ethical standards of Trump's administration are ""poor."" But there are some caveats here, writes Chris Cillizza",Donald Trump breaks another (bad) record | Analysis,link,https://cnn.it/2IKPU5x,2018-05-25 11:01:05,699,436,98,425,6,19,154,21,74,0
5550296508_10158378344986509,"Six Flags just debuted their Mardi Gras Hangover ride, launching riders up and around the inside of a 100-foot-tall loop at speeds of up to 30 mph. But is it really a rollercoaster?  https://cnn.it/2KT7Jf3",Six Flags debuts Mardi Gras Hangover ride,video,https://www.facebook.com/cnn/videos/10158378344986509/,2018-05-25 10:32:05,1020,333,396,768,69,163,18,2,0,0
5550296508_10158378312706509,"Shots were fired Friday at a middle school in Noblesville, Indiana, a receptionist for the school district told CNN",Suspect in custody after shots reported fired at a Indiana middle school,link,https://cnn.it/2IKHjQj,2018-05-25 10:17:06,6372,883,3106,2019,15,321,22,1834,2161,0
5550296508_10158378265641509,"President Trump on whether a meeting with North Korea is still possible: ""We're going to see what happens. We’re talking to them now… They very much want to do it. We’d like to do it. We’re gonna see what happens."" https://cnn.it/2IK9qyR",President Trump on whether a meeting with North Korea is still possible,video,https://www.facebook.com/cnn/videos/10158378265641509/,2018-05-25 10:01:11,1324,1097,203,542,48,14,454,10,256,0
5550296508_10158378162331509,"President Donald Trump is set to deliver the commencement speech at the US Naval Academy, addressing more than 1,000 graduates who will become commissioned officers in the US Navy and Marine Corps",Trump gives commencement address at US Naval Academy,video,https://www.facebook.com/cnn/videos/10158378162331509/,2018-05-25 09:33:18,5041,5849,533,1907,400,63,338,137,2196,0
5550296508_10158378180866509,A New York judge set a staggering $10 million bond for Harvey Weinstein. He can also pay $1 million in cash. He's been charged with rape and sex abuse in cases involving two women.,Judge sets Harvey Weinstein's bond at $10 million,link,https://cnn.it/2GNJw7J,2018-05-25 09:31:07,570,191,92,440,13,58,26,2,31,0
5550296508_10158378044321509,We're watching the markets open after Fiat Chrysler announced a recall of 4.8 million vehicles. Market sentiment is recovering after shock news yesterday that the US would not hold a summit with North Korea. The Dow is expected to open slightly lower.,CNNMoney,video,https://www.facebook.com/cnnmoney/videos/10155658251718067/,2018-05-25 08:34:25,175,47,73,123,5,16,25,3,3,0
5550296508_10158378037401509,Fiat Chrysler is recalling 4.8 million vehicles over an issue that could prevent drivers from turning off cruise control,Fiat Chrysler recalls 4.8 million vehicles that could get stuck in cruise control,link,https://cnn.it/2KRXS9m,2018-05-25 08:32:04,557,117,544,299,3,193,45,2,15,0
5550296508_10158377981891509,"JUST IN: Harvey Weinstein was just led out of a NYPD precinct in handcuffs. The disgraced Hollywood producer turned himself in this morning, charged with rape, a criminal sex act, sex abuse and sexual misconduct for incidents involving two separate women https://cnn.it/2IIF1ko",Harvey Weinstein leaves police station in handcuffs,video,https://www.facebook.com/cnn/videos/10158377981891509/,2018-05-25 08:14:10,6957,1026,3226,5168,799,365,487,35,103,0
5550296508_10158377858606509,"In his book, the Republican nominee for a US House seat pushed a conspiracy theory that 7 World Trade Center collapsed as part of a controlled demolition and the attacks were a plot to destroy documents",GOP House candidate in Illinois is a 9/11 truther and said Beyonce had ties to the Illuminati,link,https://cnn.it/2GMuW08,2018-05-25 07:25:48,6267,1675,1423,1380,40,595,2713,159,1380,0
5550296508_10158377789406509,"BREAKING: Disgraced Hollywood producer Harvey Weinstein has been arrested on charges he raped one woman and forced another to perform oral sex on him, a source familiar with the investigation tells CNN.",Harvey Weinstein arrested on rape charges,link,https://cnn.it/2IGy7fw,2018-05-25 06:52:09,5822,462,1557,4777,555,282,129,17,62,0
5550296508_10158377745296509,"68% of flight attendants say they have experienced sexual harassment, according to a recent survey by the Association of Flight Attendants",Lawmakers are calling on airlines to take action on sexual harassment of flight attendants,link,https://cnn.it/2IJSbh1,2018-05-25 06:30:12,441,132,80,331,4,31,12,50,13,0
5550296508_10158377704206509,It was discovered during a routine traffic stop. That's enough to kill about 26 million people.,Record fentanyl bust in Nebraska finds nearly 120 pounds of the drug,link,https://cnn.it/2KTGPnl,2018-05-25 06:05:32,2212,193,669,917,16,977,16,62,224,0
5550296508_10158377642681509,"Kim Jong Un is still willing to meet President Donald J. Trump ""at any time,"" North Korea says",North Korea says it's still willing to meet after Trump cancels summit,link,https://cnn.it/2IJJfZ1,2018-05-25 05:30:06,1966,665,412,1358,96,49,441,14,8,0
5550296508_10158377601706509,Morgan Freeman has been accused of engaging in a pattern of alleged inappropriate behavior and harassment in a CNN investigation.,SAG 'reviewing' Morgan Freeman lifetime achievement honor,link,https://cnn.it/2IGo4Hk,2018-05-25 05:04:09,961,669,233,420,8,133,63,241,96,0
5550296508_10158377583011509,Hit snooze. Science backs you up.,Sleep in this weekend -- you might live longer,link,https://cnn.it/2GQ5TsX,2018-05-25 04:53:35,364,41,173,337,19,1,7,0,0,0
5550296508_10158377520016509,"We could only watch as Donald Trump and Kim Jong Un toyed with the fate of humanity, writes a Nobel Peace Prize winner for CNN Opinion",Men with fragile egos should not have the world's faith placed in them,link,https://cnn.it/2GNSB0b,2018-05-25 04:15:57,9788,899,2316,8259,457,93,587,219,173,0
5550296508_10158377378536509,"The DOJ says it seized an internet domain that's at the center of a Kremlin-backed hacking campaign -- largely thwarting the potential weaponization of a network of more than half a million web-connected devices across the globe, experts say.",Justice Department announces seizure of domain behind Russian-backed botnet,link,https://cnn.it/2GPLVyq,2018-05-25 03:01:05,1251,122,269,981,74,162,27,0,7,0
5550296508_10158377345216509,"A California jury hit Johnson & Johnson and other companies with the verdict, saying the company was negligent and did not warn consumers about possible health risks from its Baby Powder.",Johnson & Johnson hit with $25.75 million verdict in talc-asbestos case,link,https://cnn.it/2GPaMT6,2018-05-25 02:31:05,849,69,503,595,9,164,6,14,61,0
5550296508_10158377304626509,Especially for women,"Using a CPAP machine can improve sex lives for some, study says",link,https://cnn.it/2GNg6Gs,2018-05-25 02:01:04,386,107,145,274,14,22,76,0,0,0
5550296508_10158377268356509,"10 to 16 named storms -- including five to nine hurricanes, and one to four major hurricanes with Category 3 strength or higher -- are predicted.",Get ready for an above-average hurricane season in 2018,link,https://cnn.it/2IHBwut,2018-05-25 01:31:08,2291,197,1863,1126,14,722,14,396,19,0
5550296508_10158377205591509,"Roger Stone sent a message to New York radio personality Randy Credico in September 2016 requesting he ask Julian Assange for any emails that the newspaper described as “related to Mrs. Clinton’s alleged role in disrupting a purported Libyan peace deal in 2011,” according to the report by The Wall Street Journal.","Roger Stone tried to get information on Clinton from Assange, WSJ reports",link,https://cnn.it/2IHX3TY,2018-05-25 01:01:06,697,207,107,345,9,84,30,10,219,0
5550296508_10158377147931509,"The summit between the US and North Korea is off, sparking some questions about what happens to the commemorative coins featuring Donald J. Trump and Kim Jong Un in front of patriotic backdrops, surrounded by olive branches.",Never mind the North Korea summit. What happened to the commemorative coin?,link,https://cnn.it/2KOEfPB,2018-05-25 00:31:05,3030,943,371,771,16,45,2079,13,106,0
5550296508_10158377095336509,"Special counsel Robert Mueller's team has questioned associates about Roger Stone's finances, including his tax returns, as it summons a series of witnesses to gather more information about one of President Donald J. Trump's longtime advisers, sources say.",Robert Mueller's team has been probing Roger Stone's finances,link,https://cnn.it/2KQkpDs,2018-05-25 00:01:08,819,260,118,626,89,12,82,1,9,0
5550296508_10158377055296509,"""Change has its enemies."" See how Bobby Kennedy inspired a generation in #1968, a 2-night CNN Original Series event starting Sunday 9pET.",Timeline Photos,photo,https://www.facebook.com/cnn/photos/a.369810096508.159795.5550296508/10158377055296509/?type=3,2018-05-24 23:30:06,3043,128,852,2729,281,1,7,24,1,0
5550296508_10158377028371509,"""Love the neighbor you like, and the neighbor you don't like. Love the neighbor you agree with, and the neighbor you don't agree with. Love your Democrat neighbor, your Republican neighbor. Your black neighbor, your white neighbor. Your Anglo neighbor, your Latino, your LGBTQ neighbor, love your neighbor. That's why we're here."" Less than a week after his star-making sermon at the British royal wedding, Episcopal Bishop Michael Curry led a church service against what he and other Christian leaders call ""a dangerous crisis of moral and political leadership"" in churches and government. https://cnn.it/2II9mzz","Fresh off royal sermon, bishop speaks in Washington",video,https://www.facebook.com/cnn/videos/10158377028371509/,2018-05-24 23:10:39,4835,355,1275,3740,1043,12,34,0,6,0
5550296508_10158376972066509,"Almost 300 ads run mentioned ""fake news,"" 177 mentioned the Second Amendment and 59 mentioned top Democrats Senator Chuck Schumer and House Democratic Leader Nancy Pelosi.","Trump's campaign has run 4,400 ads on Facebook so far this month",link,https://cnn.it/2KSiC0V,2018-05-24 22:34:26,2048,516,537,533,34,165,257,42,1017,0
5550296508_10158376933186509,"""Unplug your Alexa devices right now,"" an Echo user's employee warned as she called to say she'd received a strange voice recording.",How an Alexa speaker recorded and shared a private conversation,link,https://cnn.it/2IHGOGu,2018-05-24 22:11:29,1198,460,977,638,6,354,154,6,40,0
5550296508_10158376841636509,"Police say a man walked in and shot two people, and then ""a bystander with a pistol confronted the shooter outside the restaurant and fatally shot him.""",Armed citizen kills shooter at Oklahoma City restaurant,link,https://cnn.it/2GObWy5,2018-05-24 21:31:08,11852,1771,3162,9306,956,1094,72,288,136,0
5550296508_10158376772746509,"""...and said let's not just segregate Americans over race, let's separate people along religious and political and class lines, too.""","Fresh off royal sermon, bishop warns, 'It's like somebody woke up Jim Crow'",link,https://cnn.it/2KQKh24,2018-05-24 21:01:33,2878,195,363,2312,232,26,21,269,18,0
5550296508_10158376698026509,"Inside a more than 1,000-page bill, which greenlights a base budget of roughly $640 billion for national defense in the next fiscal year, are two paragraphs where the legislation authorizes President Donald J. Trump's request to hold a military parade.",Newly passed House bill would OK the President's military parade,link,https://cnn.it/2KTcxB0,2018-05-24 20:31:39,11755,3112,2517,1365,124,262,696,279,9029,0
5550296508_10158376627281509,"We're outside the White House, where Bishop Michael Curry, whose sermon lit up the royal wedding, is leading a protest and candlelight vigil in support of social justice.",Bishop whose sermon lit up royal wedding leading White House protest,video,https://www.facebook.com/cnn/videos/10158376627281509/,2018-05-24 20:06:47,20496,3252,3697,14660,5271,309,152,23,81,0
5550296508_10158376537376509,"When he was a kid, bullies called him ""Harvard"" because he raised his hand so much. Turns out, that was some sort of prophecy",He slept in homeless shelters as a kid. Now he's going to Harvard on a full ride,link,https://cnn.it/2KU0941,2018-05-24 19:30:19,43814,642,4416,33626,9577,569,35,1,6,0
5550296508_10158376319006509,"Julian Assange's nearly six-year refuge at the Ecuadorian embassy in London is in danger, opening the WikiLeaks founder to arrest by British authorities and potential extradition to the US, multiple sources with knowledge tell CNN.",Assange's refuge in Ecuadorian embassy 'in jeopardy',video,https://www.facebook.com/cnn/videos/10158376319006509/,2018-05-24 19:01:00,2217,425,507,1628,212,74,251,23,29,0
5550296508_10158376127151509,"With a market value of $152 billion, Netflix now officially rules the media world.",CNNMoney,link,https://cnnmon.ie/2ILm9kI,2018-05-24 18:45:00,9107,451,2115,6446,490,2039,106,9,17,0
5550296508_10158376385156509,"""Kim Jong Un on his part did everything he promised to do, even blew up some tunnels on their sites and after this we hear the US is canceling the meeting.""",Putin says Kim Jong Un 'did everything he promised to do',link,https://cnn.it/2GPCoYe,2018-05-24 18:30:09,3310,1016,819,2214,35,228,735,39,59,0
5550296508_10158376321121509,"JUST IN: Sources say Julian Assange's current situation is ""unusually bad"" and that he could leave the embassy ""any day now.""",Assange's refuge in Ecuadorian embassy 'in jeopardy',link,https://cnn.it/2IHPkWa,2018-05-24 18:00:10,1975,307,246,1250,126,67,502,20,10,0
5550296508_10158376239396509,"The driver faces two counts of ""reckless vehicular homicide/death by auto"" after his bus collided with a dump truck in Morris County, New Jersey",School bus driver charged in crash that killed two,link,https://cnn.it/2GNLmoN,2018-05-24 17:31:09,1196,108,202,760,12,105,4,288,27,0
5550296508_10158376161706509,"The family's 10-month-old French bulldog, Kokito, died after it was ordered by a flight attendant to be placed in an overhead bin on a flight from Houston to New York in March",United Airlines reaches settlement with family over dog's death,link,https://cnn.it/2IHJ3tA,2018-05-24 17:00:15,1800,161,119,628,8,37,13,723,391,0
5550296508_10158376086006509,The former vice president delivered an address that seemed torn from the pages of a national campaign speech | Analysis by Gregory Krieg and Sonia Moghe,Is Joe Biden running for president? Because he sure sounded like it today,link,https://cnn.it/2IGPBZn,2018-05-24 16:31:07,9316,1180,562,7172,1720,57,307,14,46,0
5550296508_10158376005691509,"Sleeping in on the weekend may help you live longer, especially if you don't get enough rest during the week, a new study suggests",Sleep in this weekend -- you might live longer,link,https://cnn.it/2IJ8Mlp,2018-05-24 16:00:22,2300,425,1043,1989,237,43,28,2,1,0
5550296508_10158375943101509,A former gynecologist at USC's student health center has been accused of using racist and inappropriately sexual language during consultations and conducting pelvic examinations without wearing gloves,Faculty seeks USC president's ouster over campus gynecologist scandal,link,https://cnn.it/2GOAuqV,2018-05-24 15:31:10,792,144,116,366,2,113,13,13,285,0
5550296508_10158375902286509,"JUST IN: Harvey Weinstein is expected to turn himself in to the NYPD in connection with sexual misconduct charges, according to a source",Harvey Weinstein expected to turn himself in to NYPD,link,https://cnn.it/2GKWym9,2018-05-24 15:15:13,1944,289,398,1614,48,116,149,6,11,0
5550296508_10158375859351509,"""Today we induct a new name into the world's most exclusive gathering of heroes,"" President Trump said before presenting the Medal of Honor to retired Navy SEAL Britt Slabinski. During a 2002 combat mission in Afghanistan, Slabinski led a team on steep, icy mountain to rescue a teammate who’d been ejected from a helicopter https://cnn.it/2GNwIht",Medal of Honor presented to retired Navy SEAL,video,https://www.facebook.com/cnn/videos/10158375859351509/,2018-05-24 15:01:04,4216,664,436,3632,422,32,99,12,19,0
5550296508_10158375789481509,"Facebook will also require advertisers to provide a picture of their government-issued ID, the last four digits of their Social Security number, and a US mailing address","After Russia scandal, Facebook begins labeling political ads",link,https://cnn.it/2KSFn4G,2018-05-24 14:29:08,1014,111,150,879,69,20,44,1,1,0
5550296508_10158375713121509,"Former Vice President Joe Biden slams President Trump: ""All the values I just talked about are under siege by this administration. This is not your father's Republican party...they are not who America is.""",Former Vice President Joe Biden slams President Trump,video,https://www.facebook.com/cnn/videos/10158375713121509/,2018-05-24 14:01:34,52460,5577,24278,39317,10770,229,1432,147,565,0
5550296508_10158375611931509,"We're at the White House, where President Trump will award the Medal of Honor to Master Chief Special Warfare Operator (Sea, Air, and Land) Britt K. Slabinski, U.S. Navy, Retired",Trump awards Medal of Honor,video,https://www.facebook.com/cnn/videos/10158375611931509/,2018-05-24 13:35:50,1848,2094,275,1039,263,18,60,21,447,0
5550296508_10158375616616509,"""The most shocking portion of the report is emergency braking maneuvers were not enabled,""  a research scientist said",Uber had disabled emergency braking in fatal self-driving crash,link,https://cnn.it/2IGVOUY,2018-05-24 13:29:13,719,87,96,450,2,129,7,21,110,0
5550296508_10158375440156509,"President Trump has granted a posthumous pardon to Jack Johnson, the first black heavyweight champion, on the advice of Sylvester Stallone. Johnson was convicted in 1913 of taking a white woman across state lines. https://cnn.it/2KN18CM",Trump grants posthumous pardon to boxer Jack Johnson,video,https://www.facebook.com/cnn/videos/10158375440156509/,2018-05-24 13:03:00,8575,2067,3676,6699,674,176,833,30,163,0
5550296508_10158375437981509,"The bill would give teachers a $100,000 death benefit if they're ""killed in the line of duty"" -- a phrase generally used when talking about police or firefighters","New Hampshire teachers could get a $100,000 death benefit if they're shot in the line of duty",link,https://cnn.it/2IJDLNU,2018-05-24 12:28:04,2167,478,792,1002,34,350,40,611,130,0
5550296508_10158375362196509,"""You have to stand proudly for the National Anthem or you shouldn't be playing. You shouldn't be there. Maybe you shouldn't be in the country,"" President Trump said.",Trump says NFL players who don't stand during National Anthem maybe 'shouldn't be in the country',link,https://cnn.it/2KNpXP9,2018-05-24 12:03:08,8207,3568,1167,2633,255,193,839,91,4196,0
5550296508_10158375238806509,"President Trump on canceling the North Korea summit with Kim Jong Un: ""I believe that this is a tremendous setback for North Korea and, indeed, a setback for the world."" 

He warned that the US, South Korea and Japan are all ready should North Korea take any ""foolish and reckless acts."" https://cnn.it/2KOVIHE","Trump: Summit cancellation a ""great setback"" to world",video,https://www.facebook.com/cnn/videos/10158375238806509/,2018-05-24 11:24:45,3721,2196,977,1809,98,76,922,78,738,0
5550296508_10158375030546509,"Moments after announcing the cancellation of the summit with North Korea, President Trump is attending a a signing ceremony for a bill aimed loosening bank regulations and rolling back reforms passed in the wake of the 2008 financial crisis",Trump attends bill signing ceremony,video,https://www.facebook.com/cnn/videos/10158375030546509/,2018-05-24 10:54:57,12385,8132,3127,3356,450,343,886,301,7049,0
5550296508_10158375106246509,All of today's birds descended from these ancient survivors,These were the unlikely survivors after dinosaurs went extinct,link,https://cnn.it/2KQrbZP,2018-05-24 10:36:55,821,71,140,724,29,51,10,7,0,0
5550296508_10158375010581509,"EXCLUSIVE: Eight women accuse Morgan Freeman of inappropriate behavior. They say it happened on movie sets, at his company and in interviews.","Women accuse Morgan Freeman of inappropriate behavior, harassment",link,https://cnn.it/2KN2bTp,2018-05-24 10:03:26,18684,6881,16741,4853,34,6949,1308,4271,1269,0
5550296508_10158374917766509,"""Being inside this country just hours after they blew up their nuclear site... it was a very awkward and uncomfortable moment"": CNN's Will Ripley was in a room with North Korean officials when news came that President Trump has canceled a scheduled meeting with Kim Jong Un 

Latest updates: https://cnn.it/2INTOWU",Will Ripley reports on canceled summit from inside North Korea,video,https://www.facebook.com/cnn/videos/10158374917766509/,2018-05-24 09:55:00,1562,482,552,938,49,341,154,29,51,0
5550296508_10158374910786509,"President Trump cancels historic meeting with North Korean Leader Kim Jong Un due to 'open hostility.' Read the entire letter. 

Latest updates: https://cnn.it/2IIYGka",Timeline Photos,photo,https://www.facebook.com/cnn/photos/a.369810096508.159795.5550296508/10158374910786509/?type=3,2018-05-24 09:29:03,18109,4748,13734,8186,205,1268,5615,431,2404,0
5550296508_10158374872856509,"""You talk about your nuclear capabilities, but ours are so massive and powerful that I pray to God they will never have to be used,"" the letter reads in part",Read the letter President Trump sent Kim Jong Un informing him the summit was off,link,https://cnn.it/2GJS53i,2018-05-24 09:16:05,5182,1765,1060,1999,104,352,1187,121,1419,0
5550296508_10158374778231509,BREAKING: President Trump cancels meeting with North Korean leader Kim Jong Un https://cnn.it/2KRIN7M,Trump cancels Singapore summit in letter to Kim Jong Un,link,https://cnn.it/2KRIN7M,2018-05-24 08:51:55,10596,2946,4091,4111,87,1176,4430,218,574,0
5550296508_10158374633391509,"""Our presidency has been debased, by a figure who has a seemingly bottomless appetite for destruction and division. And only a passing familiarity with how the Constitution works."" 

This GOP senator just gave some of his harshest criticism of President Donald J Trump to date.",GOP senator slams Trump: 'We may have hit bottom',video,https://www.facebook.com/cnn/videos/10158374633391509/,2018-05-24 08:31:33,44600,5505,33207,34974,6462,954,1071,448,691,0
5550296508_10158374669146509,We're watching the markets live as President Donald J. Trump is preparing for a new global trade battle over cars.,CNNMoney,video,https://www.facebook.com/cnnmoney/videos/10155656022983067/,2018-05-24 08:31:10,218,45,68,126,4,10,31,25,22,0
5550296508_10158374574196509,"Two Ebola patients escaped out of a treatment center this week in the Democratic Republic of Congo, raising fears the virus may spread. The patients died within a day.",Ebola patients escape from treatment in Congo,link,https://cnn.it/2GJFjBS,2018-05-24 08:05:55,1570,121,405,651,1,525,14,328,51,0
5550296508_10158374477861509,"Health workers say the ban has left thousands without contraception, which means more backstreet abortions",Trump's international abortion funding ban has had an unintended consequence: More abortions.,link,https://cnn.it/2KQK2E6,2018-05-24 07:30:11,2798,723,842,739,14,64,44,683,1254,0
5550296508_10158374404561509,"298 people from 17 countries died when the flight from Amsterdam to Kuala Lumpur, Malaysia, was brought down in eastern Ukraine in July 2014.","Missile that brought down MH17 was fired from 'Russian brigade,' investigators say",link,https://cnn.it/2IFxPp7,2018-05-24 07:02:01,2523,231,601,1250,9,155,22,359,728,0
5550296508_10158374365551509,Fountains of lava continue to erupt from Hawaii's Kilauea Volcano. https://cnn.it/2KMqL6X,Kilauea Volcano spews fountains of lava into the air,video,https://www.facebook.com/cnn/videos/10158374365551509/,2018-05-24 06:50:46,9641,2920,3646,4322,352,3432,40,1458,37,0
5550296508_10158374309746509,"""You have to stand proudly for the National Anthem or you shouldn't be playing. You shouldn't be there. Maybe you shouldn't be in the country,"" President Donald J. Trump said in a new interview with Fox News https://cnn.it/2GK52Kz",Trump: NFL players who don't stand during National Anthem maybe 'shouldn't be in the country',video,https://www.facebook.com/cnn/videos/10158374309746509/,2018-05-24 06:30:51,28639,12110,15349,6696,882,1088,3675,430,15868,0
5550296508_10158374280396509,JUST IN: North Korea blows up tunnels it claims are part of its nuclear testing site in demolition witnessed by CNN journalists,North Korea blows up tunnels at Punggye-ri nuclear test site,link,https://cnn.it/2GKLSEk,2018-05-24 06:15:08,1034,261,204,814,37,75,104,3,1,0
5550296508_10158374256996509,Musk accused the media of being dishonest and floated the idea of building a service to rate the credibility of specific journalists and news outlets,Elon Musk wants to rate journalists. He'd call his site 'Pravda',link,https://cnn.it/2GN6GLd,2018-05-24 06:00:14,2755,489,302,1983,261,40,163,8,300,0
5550296508_10158374256681509,"The agent tried to apprehend a group of undocumented immigrants after responding to a report of illegal activity, but came under attack by multiple people using blunt objects, US Customs and Border Protection said.",Undocumented immigrant shot and killed by border patrol officer in Texas,link,https://cnn.it/2IFP8Xg,2018-05-24 06:00:08,3119,800,356,1366,100,142,49,455,1007,0
5550296508_10158374219806509,The World Health Organization (WHO) also reported a total of 58 cases of the rare and deadly illness in the Congo outbreak,Ebola death toll reaches at least 27 in Democratic Republic of Congo,link,https://cnn.it/2II2emX,2018-05-24 05:30:04,792,56,281,402,2,114,3,265,6,0
